Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Mean, Bwd Packet Length Mean,Flow Bytes/s, Flow Packets/s, Flow IAT Max,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count,Init_Win_bytes_forward, Init_Win_bytes_backward, min_seg_size_forward, Label
10.42.0.211-10.42.0.1-9660-53-17,10.42.0.211,9660,10.42.0.1,53,17,9/8/2017 10:27,36,89,36,89,315.5091687,5.048146699,396185,0,0,0,0,0,0,-1,-1,20,BENIGN
10.42.0.211-123.125.115.164-48289-443-6,10.42.0.211,48289,123.125.115.164,443,6,30/08/2017 02:17:11,0,0,0,0,0,0.054223819,36884160,0,0,0,0,1,1,1597,-1,20,RANSOMWARE_PORNDROID
172.217.10.226-10.42.0.211-443-51304-6,172.217.10.226,443,10.42.0.211,51304,6,4/8/2017 12:03,0,0,0,0,0,10.05122776,212272,0,0,0,0,1,1,365,1682,32,BENIGN
10.42.0.151-106.39.169.66-57524-443-6,10.42.0.151,57524,106.39.169.66,443,6,19/06/2017 08:03:23,0,0,0,0,0,2.649922689,754739,0,0,0,0,1,0,1369,-1,20,BENIGN
172.217.10.238-10.42.0.42-443-37906-6,10.42.0.42,37906,172.217.10.238,443,6,5/7/2017 2:40,1486,6076,82.55555556,337.5555556,20885.92561,99.43048428,49923,0,0,0,1,0,0,65535,371,32,BENIGN
10.42.0.42-104.88.100.169-46308-80-6,10.42.0.42,46308,104.88.100.169,80,6,19/06/2017 11:48:39,0,0,0,0,0,13.07981741,207487,0,0,0,0,1,1,939,939,32,BENIGN
149.56.126.237-10.42.0.211-80-55820-6,10.42.0.211,55820,149.56.126.237,80,6,23/08/2017 04:28:48,0,0,0,0,0,8.86454095,300078,0,0,0,0,1,0,1460,-1,32,RANSOMWARE_KOLER
10.42.0.211-64.71.142.96-53054-443-6,10.42.0.211,53054,64.71.142.96,443,6,5/7/2017 10:34,31,0,31,0,688888.8889,44444.44444,45,0,1,0,0,1,0,64,64,20,BENIGN
172.217.12.206-10.42.0.151-443-45811-17,10.42.0.151,45811,172.217.12.206,443,17,30/06/2017 03:34:47,2375,2254,339.2857143,281.75,305.4392132,0.989757658,14830818,0,0,0,0,0,0,-1,-1,32,SCAREWARE_PENETHO
172.217.3.110-10.42.0.151-443-44989-6,10.42.0.151,44989,172.217.3.110,443,6,5/8/2017 9:51,0,0,0,0,0,0.18916608,10572720,0,0,0,0,1,1,1436,-1,32,BENIGN
10.42.0.42-64.71.142.125-50348-443-6,10.42.0.42,50348,64.71.142.125,443,6,30/06/2017 01:20:21,967,5210,64.46666667,372.1428571,8544.395723,40.11453391,217656,0,0,0,1,0,0,65535,33,20,SCAREWARE_FAKETAOBAO
172.217.2.142-10.42.0.151-443-59224-17,10.42.0.151,59224,172.217.2.142,443,17,13/06/2017 07:55:09,5137,5062,467,389.3846154,586.9663205,1.38123264,14895711,0,0,0,0,0,0,-1,-1,32,ADWARE_EWIND
10.42.0.1-10.42.0.42-53-3771-17,10.42.0.42,3771,10.42.0.1,53,17,1/7/2017 4:38,35,84,35,84,2503.734562,42.07957247,47529,0,0,0,0,0,0,-1,-1,20,BENIGN
216.58.219.234-10.42.0.211-443-60943-6,10.42.0.211,60943,216.58.219.234,443,6,27/06/2017 01:48:08,35866,3001,874.7804878,78.97368421,12003.44535,24.39787436,1108438,0,0,0,1,0,0,65535,960,32,SCAREWARE_VIRUSSHIELD
10.42.0.42-64.71.142.120-43616-443-6,64.71.142.120,443,10.42.0.42,43616,6,21/06/2017 09:56:28,0,0,0,0,0,21.73078455,135958,0,0,0,0,1,1,35,8170,20,BENIGN
198.11.188.78-10.42.0.151-443-41763-6,10.42.0.151,41763,198.11.188.78,443,6,17/06/2017 02:31:37,31,0,31,0,492063.4921,31746.03175,63,0,1,0,0,1,0,10649,10649,20,BENIGN
10.42.0.211-35.167.116.61-59518-80-6,10.42.0.211,59518,35.167.116.61,80,6,13/06/2017 09:37:03,0,0,0,0,0,1383.125864,1446,0,0,0,0,1,0,1386,-1,32,ADWARE_KEMOGE
10.42.0.211-10.42.0.1-21763-53-17,10.42.0.211,21763,10.42.0.1,53,17,23/06/2017 08:54:58,33,102,33,102,381.8974931,5.657740638,353498,0,0,0,0,0,0,-1,-1,32,BENIGN
172.217.10.42-10.42.0.151-443-35798-6,10.42.0.151,35798,172.217.10.42,443,6,22/06/2017 01:29:03,62,0,31,0,4.49340419,0.144948522,13798002,0,1,0,0,1,1,1406,-1,32,SCAREWARE_ANDROIDSPY
172.217.11.14-10.42.0.211-443-59482-6,172.217.11.14,443,10.42.0.211,59482,6,24/08/2017 01:42:26,0,0,0,0,0,67.38203932,59001,0,0,0,0,1,1,284,0,32,RANSOMWARE_LOCKERPIN
10.42.0.211-119.146.74.33-45943-443-6,119.146.74.33,443,10.42.0.211,45943,6,4/8/2017 10:49,0,0,0,0,0,666666.6667,3,0,0,0,0,1,0,4380,-1,20,BENIGN
10.42.0.211-106.11.30.202-45209-443-6,10.42.0.211,45209,106.11.30.202,443,6,13/06/2017 11:00:36,4706,13753,134.4571429,509.3703704,174.8239297,0.58719777,90244270,0,0,0,1,0,0,65535,0,20,ADWARE_KEMOGE
183.232.231.172-10.42.0.211-443-35839-6,10.42.0.211,35839,183.232.231.172,443,6,15/06/2017 04:45:42,0,0,0,0,0,0.059374629,33684421,0,0,0,0,1,1,1369,-1,20,ADWARE_GOOLIGAN
10.42.0.211-103.235.46.39-32878-80-6,10.42.0.211,32878,103.235.46.39,80,6,14/06/2017 12:48:18,0,0,0,0,0,0.538654667,3712954,0,0,0,0,1,0,1369,-1,20,ADWARE_KOODOUS
220.243.235.201-10.42.0.211-80-45484-6,10.42.0.211,45484,220.243.235.201,80,6,15/06/2017 12:01:20,369,11138,52.71428571,928.1666667,382.6763955,0.631863345,29991821,0,0,0,1,0,0,65535,123,20,ADWARE_YOUMI
203.130.53.126-10.42.0.42-80-37870-6,10.42.0.42,37870,203.130.53.126,80,6,7/8/2017 8:56,4822,444779,32.58108108,1407.528481,12037.86038,12.42338699,29702146,0,0,0,1,0,0,65535,108,20,BENIGN
156.154.200.36-10.42.0.151-443-33820-6,10.42.0.151,33820,156.154.200.36,443,6,4/7/2017 9:06,1042,4913,104.2,491.3,8798.875872,29.55122039,436297,0,0,0,1,0,0,65535,5422,32,SCAREWARE_PENETHO
175.100.207.233-10.42.0.151-80-50812-6,10.42.0.151,50812,175.100.207.233,80,6,30/06/2017 12:10:58,0,0,0,0,0,0.723591619,5260521,0,0,0,1,0,0,65535,29,20,SMSMALWARE_FAKENOTIFY
172.217.7.163-10.42.0.42-80-40029-6,10.42.0.42,40029,172.217.7.163,80,6,3/7/2017 7:48,0,0,0,0,0,12.23466079,217893,0,0,0,0,1,1,340,340,32,BENIGN
183.57.48.84-10.42.0.151-80-38621-6,183.57.48.84,80,10.42.0.151,38621,6,26/06/2017 09:30:33,0,0,0,0,0,1.872642811,1593477,0,0,0,0,1,1,112,1369,32,SCAREWARE_AVFORANDROID
10.42.0.151-42.96.141.35-56071-80-6,10.42.0.151,56071,42.96.141.35,80,6,15/06/2017 11:18:16,0,0,0,0,0,0.570701905,4009792,0,0,0,1,0,0,65535,-1,40,ADWARE_FEIWO
10.42.0.211-10.42.0.1-28221-53-17,10.42.0.211,28221,10.42.0.1,53,17,15/07/2017 07:20:23,29,93,29,93,1935.309888,31.7263916,63039,0,0,0,0,0,0,-1,-1,20,BENIGN
10.42.0.151-119.146.74.33-51844-443-6,10.42.0.151,51844,119.146.74.33,443,6,21/08/2017 10:28:37,0,0,0,0,0,0.356188019,5615012,0,0,0,0,1,1,1830,-1,20,RANSOMWARE_WANNALOCKER
172.217.7.3-10.42.0.151-443-35644-17,10.42.0.151,35644,172.217.7.3,443,17,26/06/2017 02:55:12,2818,4176,563.6,596.5714286,35214.74246,60.41991843,50742,0,0,0,0,0,0,-1,-1,32,SCAREWARE_FAKEAPPAL
10.42.0.211-52.84.145.241-56614-443-6,10.42.0.211,56614,52.84.145.241,443,6,9/8/2017 1:48,0,0,0,0,0,0.579532086,5144677,0,0,0,0,1,0,8170,-1,32,BENIGN
219.142.78.162-10.42.0.42-443-47996-6,10.42.0.42,47996,219.142.78.162,443,6,27/06/2017 04:22:13,0,0,0,0,0,53.35182863,37487,0,0,0,0,1,0,1871,-1,20,SCAREWARE_FAKEAV
10.42.0.211-10.42.0.1-16417-53-17,10.42.0.211,16417,10.42.0.1,53,17,14/06/2017 04:29:23,29,84,29,84,214.1554883,3.790362624,527654,0,0,0,0,0,0,-1,-1,40,ADWARE_DOWGIN
172.217.10.136-10.42.0.151-443-44923-6,10.42.0.151,44923,172.217.10.136,443,6,7/7/2017 2:59,0,0,0,0,0,22.20174728,90083,0,0,0,0,1,1,426,-1,32,BENIGN
10.42.0.42-64.71.142.124-34782-443-6,64.71.142.124,443,10.42.0.42,34782,6,1/7/2017 10:36,54,0,10.8,0,48.31925066,9.842810319,298268,0,1,0,0,1,0,42,2691,20,BENIGN
202.77.129.161-10.42.0.42-80-60254-6,10.42.0.42,60254,202.77.129.161,80,6,2/7/2017 9:50,0,0,0,0,0,1200,2096,0,0,0,0,1,0,1871,-1,20,BENIGN
10.42.0.211-103.7.30.118-51942-80-6,10.42.0.211,51942,103.7.30.118,80,6,16/06/2017 05:56:41,0,0,0,0,0,1.030802438,1940236,0,0,0,0,1,0,1386,-1,32,BENIGN
10.42.0.211-64.71.142.124-60897-80-6,10.42.0.211,60897,64.71.142.124,80,6,24/08/2017 12:18:30,0,0,0,0,0,0.324471933,9199113,0,0,0,0,1,1,48,-1,20,RANSOMWARE_LOCKERPIN
202.77.129.161-10.42.0.151-443-32938-6,10.42.0.151,32938,202.77.129.161,443,6,16/06/2017 10:02:29,0,0,0,0,0,249.6671105,11772,0,0,0,0,1,0,1506,-1,20,ADWARE_GOOLIGAN
172.217.12.202-10.42.0.151-443-40968-6,10.42.0.151,40968,172.217.12.202,443,6,4/8/2017 9:36,0,0,0,0,0,8.137093756,245788,0,0,0,0,1,1,2964,-1,32,BENIGN
10.42.0.211-119.146.74.48-48499-80-6,10.42.0.211,48499,119.146.74.48,80,6,20/06/2017 10:52:58,0,0,0,0,0,0.614308158,15656947,0,0,0,1,0,0,65535,65535,20,BENIGN
183.56.172.96-10.42.0.151-80-52102-6,10.42.0.151,52102,183.56.172.96,80,6,14/06/2017 05:14:12,0,0,0,0,0,0.101951888,57104715,0,0,0,1,0,0,65535,64240,20,ADWARE_SELFMITE
203.205.144.184-10.42.0.151-80-39676-6,10.42.0.151,39676,203.205.144.184,80,6,30/06/2017 10:32:05,0,0,0,0,0,7812.5,256,1,0,0,0,0,0,0,-1,20,SMSMALWARE_FAKENOTIFY
10.42.0.151-10.42.0.1-2782-53-17,10.42.0.151,2782,10.42.0.1,53,17,15/06/2017 02:23:29,38,115,38,115,4728.205445,61.80660713,32359,0,0,0,0,0,0,-1,-1,20,ADWARE_GOOLIGAN
183.232.231.172-10.42.0.211-443-56327-6,10.42.0.211,56327,183.232.231.172,443,6,15/06/2017 07:54:50,0,0,0,0,0,0.926992396,2157515,0,0,0,0,1,1,1369,-1,20,ADWARE_GOOLIGAN
175.100.207.233-10.42.0.211-443-41091-6,10.42.0.211,41091,175.100.207.233,443,6,21/06/2017 08:38:19,31,0,31,0,543859.6491,35087.7193,57,0,1,0,0,1,0,49,49,20,BENIGN
10.42.0.211-98.139.180.181-40510-80-6,10.42.0.211,40510,98.139.180.181,80,6,27/06/2017 05:13:26,0,0,0,0,0,0.265561435,7531214,0,0,0,0,1,0,1386,-1,20,SCAREWARE_FAKEAPP
10.42.0.211-10.42.0.1-11127-53-17,10.42.0.211,11127,10.42.0.1,53,17,29/08/2017 04:50:47,39,81,39,81,2431.069063,40.51781771,49361,0,0,0,0,0,0,-1,-1,32,RANSOMWARE_CHARGER
172.217.11.14-10.42.0.211-80-34400-6,172.217.11.14,80,10.42.0.211,34400,6,6/8/2017 8:36,0,0,0,0,0,33.61344538,59500,0,0,0,0,1,1,349,1369,32,BENIGN
10.42.0.151-10.42.0.1-31219-53-17,10.42.0.151,31219,10.42.0.1,53,17,23/08/2017 04:28:05,24,56,24,56,46538.68528,1163.467132,1719,0,0,0,0,0,0,-1,-1,32,RANSOMWARE_WANNALOCKER
151.101.45.140-10.42.0.211-443-34460-6,10.42.0.211,34460,151.101.45.140,443,6,4/8/2017 11:14,0,31,0,15.5,949.1442393,91.85266832,32620,0,0,0,0,1,1,4491,73,32,BENIGN
10.42.0.211-31.13.71.3-42213-443-6,10.42.0.211,42213,31.13.71.3,443,6,22/06/2017 10:53:00,31,31,15.5,31,1562.066967,75.58388552,36795,0,1,0,0,1,0,1550,122,32,BENIGN
10.42.0.211-104.88.67.238-37465-443-6,10.42.0.211,37465,104.88.67.238,443,6,22/08/2017 09:42:34,0,31,0,15.5,1312.002709,126.9680041,23599,0,0,0,0,1,1,2138,974,32,RANSOMWARE_JISUT
172.217.11.14-10.42.0.42-443-59284-17,10.42.0.42,59284,172.217.11.14,443,17,30/06/2017 10:54:40,4045,2868,404.5,286.8,18012.54859,52.11210356,88504,0,0,0,0,0,0,-1,-1,32,BENIGN
10.42.0.211-13.32.234.230-41797-443-6,10.42.0.211,41797,13.32.234.230,443,6,6/8/2017 11:22,31,0,15.5,0,118773.9464,7662.835249,261,0,1,0,0,1,0,2727,-1,32,BENIGN
239.255.255.250-10.42.0.211-1900-41424-17,10.42.0.211,41424,239.255.255.250,1900,17,5/8/2017 7:42,750,0,125,0,1251.785881,10.01428705,300235,0,0,0,0,0,0,-1,-1,32,BENIGN
10.42.0.151-10.42.0.1-23993-53-17,10.42.0.151,23993,10.42.0.1,53,17,16/06/2017 01:11:18,35,89,35,89,936.5417441,15.105512,132402,0,0,0,0,0,0,-1,-1,32,ADWARE_FEIWO
10.42.0.151-10.42.0.1-39167-53-17,10.42.0.151,39167,10.42.0.1,53,17,13/06/2017 03:24:15,31,47,31,47,306.7786278,7.86611866,254255,0,0,0,0,0,0,-1,-1,20,ADWARE_EWIND
10.42.0.211-87.240.165.80-49701-80-6,10.42.0.211,49701,87.240.165.80,80,6,7/8/2017 1:54,0,0,0,0,0,0.199957739,19860849,0,0,0,1,0,0,65535,27960,32,BENIGN
198.11.136.24-10.42.0.211-443-44455-6,198.11.136.24,443,10.42.0.211,44455,6,22/06/2017 03:58:13,0,0,0,0,0,1112.347052,1798,0,0,0,0,1,1,15544,65535,20,BENIGN
172.217.12.195-10.42.0.151-443-43533-6,10.42.0.151,43533,172.217.12.195,443,6,7/7/2017 9:19,31,0,7.75,0,95.55190472,12.32927803,273237,0,0,0,0,1,0,1458,-1,32,BENIGN
10.42.0.151-10.42.0.1-55258-53-17,10.42.0.151,55258,10.42.0.1,53,17,15/06/2017 05:05:42,31,136,31,136,285.3071921,3.4168526,585334,0,0,0,0,0,0,-1,-1,32,ADWARE_GOOLIGAN
202.77.129.150-10.42.0.211-80-56645-6,10.42.0.211,56645,202.77.129.150,80,6,12/7/2017 1:36,0,0,0,0,0,1063.264221,1881,0,0,0,0,1,0,1415,-1,20,SMSMALWARE_SMSSNIFFER
10.42.0.211-66.102.255.61-43654-80-6,66.102.255.61,80,10.42.0.211,43654,6,30/08/2017 11:06:52,0,0,0,0,0,60606.06061,33,0,0,0,0,1,0,29,-1,20,RANSOMWARE_PORNDROID
10.42.0.211-10.42.0.1-56036-53-17,10.42.0.211,56036,10.42.0.1,53,17,28/06/2017 12:51:32,30,62,30,62,671.0234566,14.58746645,137104,0,0,0,0,0,0,-1,-1,32,SCAREWARE_FAKEJOBOFFER
157.240.2.20-10.42.0.211-443-34948-6,157.240.2.20,443,10.42.0.211,34948,6,6/7/2017 3:06,31,0,15.5,0,155000,10000,200,0,1,0,0,1,0,122,-1,32,BENIGN
10.42.0.42-118.123.114.134-43371-80-6,10.42.0.42,43371,118.123.114.134,80,6,30/06/2017 08:46:34,372,1441,62,205.8571429,171.57621,1.230276188,9605744,0,0,0,1,0,0,65535,206,20,BENIGN
157.55.130.155-10.42.0.42-40008-46360-17,10.42.0.42,46360,157.55.130.155,40008,17,29/06/2017 10:13:24,88,462,44,231,11352.14349,82.56104357,43977,0,0,0,0,0,0,-1,-1,32,SCAREWARE_FAKEAV
10.42.0.211-52.84.63.146-45095-80-6,10.42.0.211,45095,52.84.63.146,80,6,16/06/2017 08:56:47,0,0,0,0,0,8.314521728,240543,0,0,0,0,1,1,122,122,32,BENIGN
131.253.61.80-10.42.0.211-443-39535-6,10.42.0.211,39535,131.253.61.80,443,6,28/06/2017 02:12:54,1011,11940,126.375,1085.454545,32344.42782,47.45148086,112197,0,0,0,1,0,0,65535,257,32,SCAREWARE_FAKEJOBOFFER
10.42.0.42-64.71.142.96-49707-80-6,10.42.0.42,49707,64.71.142.96,80,6,27/06/2017 03:47:47,0,0,0,0,0,0.222935144,8971219,0,0,0,0,1,1,1506,-1,20,SCAREWARE_FAKEAV
174.35.73.134-10.42.0.42-80-45269-6,10.42.0.42,45269,174.35.73.134,80,6,2/7/2017 8:20,0,0,0,0,0,112.4163903,17791,0,0,0,0,1,0,1884,672,32,BENIGN
10.42.0.211-104.244.43.67-51380-443-6,10.42.0.211,51380,104.244.43.67,443,6,29/08/2017 09:09:57,339,4315,48.42857143,616.4285714,456.2632374,1.37251511,10050571,0,0,0,1,0,0,65535,59,32,RANSOMWARE_CHARGER
192.229.173.173-10.42.0.211-443-42840-6,10.42.0.211,42840,192.229.173.173,443,6,5/8/2017 9:35,3537,102930,84.21428571,1183.103448,26637.6339,32.27530384,1503703,0,0,0,1,0,0,65535,300,32,BENIGN
180.149.134.221-10.42.0.42-80-45163-6,180.149.134.221,80,10.42.0.42,45163,6,21/06/2017 02:02:58,0,0,0,0,0,728.3321194,2746,0,0,0,0,1,1,46,1369,20,BENIGN
10.42.0.42-115.239.210.141-57195-443-6,10.42.0.42,57195,115.239.210.141,443,6,7/7/2017 7:35,0,0,0,0,0,0.155887896,25397880,0,0,0,1,0,0,65535,8192,20,BENIGN
172.217.6.206-10.42.0.151-443-38999-6,10.42.0.151,38999,172.217.6.206,443,6,30/06/2017 04:16:12,0,0,0,0,0,53.92725214,37087,0,0,0,0,1,1,1635,372,32,SMSMALWARE_FAKENOTIFY
203.205.147.229-10.42.0.211-80-38627-6,10.42.0.211,38627,203.205.147.229,80,6,15/06/2017 12:33:34,0,0,0,0,0,0.273913843,14366419,0,0,0,1,0,0,65535,5792,32,ADWARE_YOUMI
198.11.132.178-10.42.0.151-443-53101-6,10.42.0.151,53101,198.11.132.178,443,6,16/06/2017 05:12:18,0,0,0,0,0,0.46216028,4327503,0,0,0,0,1,1,64305,-1,20,ADWARE_FEIWO
10.42.0.42-36.51.254.232-49680-443-6,36.51.254.232,443,10.42.0.42,49680,6,4/7/2017 11:18,0,0,0,0,0,14.81649768,196998,0,0,0,0,1,1,115,1369,20,BENIGN
10.42.0.151-10.42.0.1-48424-53-17,10.42.0.151,48424,10.42.0.1,53,17,14/06/2017 01:07:36,33,49,33,49,1028.690427,25.09001041,79713,0,0,0,0,0,0,-1,-1,32,ADWARE_EWIND
172.217.6.202-10.42.0.151-443-35097-6,172.217.6.202,443,10.42.0.151,35097,6,19/06/2017 10:55:14,0,0,0,0,0,32.3117437,61897,0,0,0,0,1,1,477,1546,32,BENIGN
10.42.0.211-113.200.98.164-60391-443-6,10.42.0.211,60391,113.200.98.164,443,6,26/06/2017 09:49:27,558,4784,55.8,531.5555556,5673.520843,20.17912692,277133,0,0,0,1,0,0,65535,131,20,SCAREWARE_ANDROIDDEFENDER
216.58.217.99-10.42.0.42-443-33728-6,10.42.0.42,33728,216.58.217.99,443,6,8/7/2017 12:31,62,0,31,0,7.729321167,0.249332941,8021403,0,1,0,0,1,1,1775,-1,32,BENIGN
216.58.219.237-10.42.0.42-443-47480-6,10.42.0.42,47480,216.58.219.237,443,6,5/8/2017 6:40,55,0,55,0,1666666.667,60606.06061,33,0,1,0,0,1,0,185,185,32,BENIGN
224.0.0.251-10.42.0.211-5353-5353-17,10.42.0.211,5353,224.0.0.251,5353,17,26/06/2017 07:58:06,21526,0,170.8412698,0,179.7249185,1.05199943,8010258,0,0,0,0,0,0,-1,-1,20,SCAREWARE_ANDROIDDEFENDER
203.205.158.66-10.42.0.151-80-35906-6,10.42.0.151,35906,203.205.158.66,80,6,19/06/2017 08:29:07,393,7127,43.66666667,791.8888889,247.4492898,0.592298832,29866424,0,0,0,1,0,0,65535,122,32,BENIGN
10.42.0.1-10.42.0.42-53-63890-17,10.42.0.42,63890,10.42.0.1,53,17,14/07/2017 11:48:25,37,77,37,77,3617.439868,63.46385733,31514,0,0,0,0,0,0,-1,-1,32,SMSMALWARE_NANDROBOX
10.42.0.211-123.125.29.220-52090-80-6,10.42.0.211,52090,123.125.29.220,80,6,28/08/2017 03:18:54,1472,193,368,64.33333333,3207.74019,13.48599479,256082,0,0,0,1,0,0,65535,137,20,RANSOMWARE_CHARGER
10.42.0.211-103.235.47.88-58080-80-6,10.42.0.211,58080,103.235.47.88,80,6,14/06/2017 08:54:47,0,0,0,0,0,0.944768369,2116921,0,0,0,0,1,1,1386,-1,20,ADWARE_DOWGIN
10.42.0.211-10.42.0.1-17958-53-17,10.42.0.211,17958,10.42.0.1,53,17,27/06/2017 04:20:53,35,155,35,155,6082.335617,64.02458544,31238,0,0,0,0,0,0,-1,-1,32,SCAREWARE_VIRUSSHIELD
203.205.179.172-10.42.0.211-80-39655-6,10.42.0.211,39655,203.205.179.172,80,6,6/8/2017 4:32,0,0,0,0,0,7194.244604,278,1,0,0,0,0,0,0,-1,20,BENIGN
10.42.0.42-14.29.93.243-35382-80-6,14.29.93.243,80,10.42.0.42,35382,6,5/7/2017 10:24,0,0,0,0,0,18.54651001,107837,0,0,0,0,1,1,8190,65535,20,BENIGN
10.42.0.211-104.31.81.69-39207-80-6,10.42.0.211,39207,104.31.81.69,80,6,15/06/2017 03:04:10,162,1033680,0.312741313,1455.887324,9917.405223,11.77991764,28391074,0,0,0,1,0,0,65535,30,20,ADWARE_GOOLIGAN
239.255.255.250-10.42.0.1-1900-45553-17,10.42.0.1,45553,239.255.255.250,1900,17,11/7/2017 3:05,688,0,172,0,229.1361998,1.332187208,1001365,0,0,0,0,0,0,-1,-1,32,SMSMALWARE_PLANKTON
10.42.0.42-31.13.71.7-60651-443-6,10.42.0.42,60651,31.13.71.7,443,6,21/06/2017 11:45:53,327,3488,46.71428571,697.6,36694.68865,115.4223496,29515,0,0,0,1,0,0,65535,114,32,BENIGN
10.42.0.211-68.67.178.199-43849-443-6,10.42.0.211,43849,68.67.178.199,443,6,8/8/2017 12:31,1288,6926,128.8,629.6363636,792.0873807,2.025059045,9993603,0,0,0,1,0,0,65535,66,32,BENIGN
10.42.0.151-58.63.236.212-52107-443-6,10.42.0.151,52107,58.63.236.212,443,6,14/07/2017 09:26:45,0,0,0,0,0,6.356430483,431523,0,0,0,0,1,0,2327,-1,20,SMSMALWARE_NANDROBOX
10.42.0.211-10.42.0.1-33129-53-17,10.42.0.211,33129,10.42.0.1,53,17,30/08/2017 09:17:10,35,51,35,51,2763.851395,64.27561383,31116,0,0,0,0,0,0,-1,-1,20,RANSOMWARE_CHARGER
198.11.132.53-10.42.0.151-80-48436-6,10.42.0.151,48436,198.11.132.53,80,6,16/06/2017 05:15:01,0,0,0,0,0,0.319708426,6255700,0,0,0,0,1,1,65535,-1,20,ADWARE_FEIWO
198.11.188.78-10.42.0.211-443-32868-6,198.11.188.78,443,10.42.0.211,32868,6,21/07/2017 03:22:22,0,0,0,0,0,910.3322713,2197,0,0,0,0,1,1,65535,65535,20,BENIGN
10.42.0.42-106.39.162.36-45057-80-6,10.42.0.42,45057,106.39.162.36,80,6,8/7/2017 7:34,0,0,0,0,0,1.331753873,1501779,0,0,0,0,1,1,1369,-1,20,BENIGN
10.42.0.211-10.42.0.1-2285-53-17,10.42.0.211,2285,10.42.0.1,53,17,13/06/2017 02:19:39,32,69,32,69,2104.385874,41.6710074,47995,0,0,0,0,0,0,-1,-1,40,ADWARE_KEMOGE
10.42.0.211-69.147.64.34-35838-443-6,10.42.0.211,35838,69.147.64.34,443,6,13/06/2017 11:27:16,568,156,94.66666667,39,36.00045309,0.497243827,19942814,0,0,0,1,0,0,65535,61,32,ADWARE_KEMOGE
172.217.10.226-10.42.0.42-443-55906-6,10.42.0.42,55906,172.217.10.226,443,6,23/06/2017 10:54:51,0,0,0,0,0,0.124796325,16026113,0,0,0,0,1,1,1548,-1,32,SCAREWARE_AVPASS
10.42.0.42-111.202.114.81-59929-80-6,10.42.0.42,59929,111.202.114.81,80,6,14/07/2017 09:10:53,490,444,98,88.8,30.35411586,0.324990534,29792560,0,0,0,1,0,0,65535,492,20,SMSMALWARE_NANDROBOX
10.42.0.211-54.197.224.108-55899-443-6,10.42.0.211,55899,54.197.224.108,443,6,11/7/2017 4:29,1610,6120,178.8888889,510,118.1057091,0.32085639,60168810,0,0,0,1,0,0,65535,132,32,SMSMALWARE_PLANKTON
137.175.31.97-10.42.0.211-80-45654-6,10.42.0.211,45654,137.175.31.97,80,6,15/06/2017 04:58:32,657,209,219,52.25,5125.291479,41.42845306,81718,0,0,0,1,0,0,65535,124,32,ADWARE_GOOLIGAN
183.79.248.252-10.42.0.42-443-45295-6,183.79.248.252,443,10.42.0.42,45295,6,4/7/2017 1:01,366,0,91.5,0,15450.20896,295.4957997,15166,0,1,0,0,1,0,32,0,32,BENIGN
10.42.0.211-23.208.86.153-49003-443-6,10.42.0.211,49003,23.208.86.153,443,6,26/06/2017 09:14:03,13911,5199,535.0384615,247.5714286,5858.787584,14.40936768,284302,0,0,0,1,0,0,65535,2296,32,SCAREWARE_ANDROIDDEFENDER
10.42.0.151-10.42.0.1-14102-53-17,10.42.0.151,14102,10.42.0.1,53,17,24/08/2017 11:56:40,34,94,34,94,447.4288571,6.991075892,286079,0,0,0,0,0,0,-1,-1,20,RANSOMWARE_SIMPLOCKER
10.42.0.151-123.125.29.138-37099-80-6,10.42.0.151,37099,123.125.29.138,80,6,29/08/2017 03:01:21,573,685,191,171.25,536.7910987,2.986913903,1770750,0,0,0,1,0,0,65535,124,20,RANSOMWARE_RANSOMBO
10.42.0.211-115.239.210.141-37535-80-6,10.42.0.211,37535,115.239.210.141,80,6,5/8/2017 4:29,5433,27493,217.32,981.8928571,2165.581694,3.485872253,9995101,0,0,0,1,0,0,65535,796,20,BENIGN
10.42.0.151-74.125.22.113-37532-443-6,10.42.0.151,37532,74.125.22.113,443,6,22/08/2017 09:56:26,23,0,11.5,0,2875000,250000,8,0,1,0,0,1,0,1635,-1,32,RANSOMWARE_WANNALOCKER
10.42.0.1-10.42.0.42-53-18375-17,10.42.0.42,18375,10.42.0.1,53,17,8/8/2017 2:57,31,78,31,78,1791.879007,32.87851389,60830,0,0,0,0,0,0,-1,-1,40,BENIGN
10.42.0.151-121.12.98.63-36027-80-6,121.12.98.63,80,10.42.0.151,36027,6,16/06/2017 04:39:39,0,0,0,0,0,36.4943525,54803,0,0,0,0,1,1,502,1369,20,ADWARE_FEIWO
10.42.0.42-104.254.66.16-43136-80-6,10.42.0.42,43136,104.254.66.16,80,6,8/7/2017 3:32,0,0,0,0,0,0.074609945,26806078,0,0,0,0,1,0,2145,-1,20,BENIGN
172.217.10.46-10.42.0.42-443-49703-6,10.42.0.42,49703,172.217.10.46,443,6,1/7/2017 10:55,0,0,0,0,0,54.43213673,36743,0,0,0,0,1,1,1549,340,32,BENIGN
